Unnamed: 0,trial_type_id,full_phrase,full_phrase_language,target_side,dataset_id,distractor_id,target_id,trial_type_aux_data,vanilla_trial,dataset_name,unique_pair,text1_description,image1,text1,text2_description,image2,text2,image_similarity,text_similarity,multimodal_similarity,ooo_similarity,things_text1,things_text2
11,4553,See the birdie? Can you find it?,eng,left,28,1036,961,,1,adams_marchman_2018,961_1036,birdy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/birdy3.png,birdy,kitty,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/kitty3.png,kitty,0.6357,0.8633,0.4321,0.7066,bird,cat
12,4554,See the birdie? Can you find it?,eng,left,28,1035,960,,1,adams_marchman_2018,960_1035,birdy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/birdy1.png,birdy,kitty,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/kitty1.png,kitty,0.707,0.8633,0.4023,0.7066,bird,cat
13,4559,See the kitty? Can you find it?,eng,right,28,961,1036,,1,adams_marchman_2018,961_1036,kitty,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/kitty3.png,kitty,birdy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/birdy3.png,birdy,0.6357,0.8633,0.38,0.7066,cat,bird
14,4560,See the kitty? Can you find it?,eng,right,28,960,1035,,1,adams_marchman_2018,960_1035,kitty,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/kitty1.png,kitty,birdy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/birdy1.png,birdy,0.707,0.8633,0.4268,0.7066,cat,bird
15,4561,See the kitty? Can you find it?,eng,right,28,962,1037,,1,adams_marchman_2018,962_1037,kitty,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/kitty4.png,kitty,birdy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/birdy4.png,birdy,0.6743,0.8633,0.3975,0.7066,cat,bird
16,4567,See the kitty? Can you find it?,eng,left,28,965,1034,,1,adams_marchman_2018,965_1034,kitty,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/kitty3.png,kitty,birdy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/birdy3.png,birdy,0.6387,0.8633,0.3857,0.7066,cat,bird
17,4568,See the kitty? Can you find it?,eng,left,28,964,1033,,1,adams_marchman_2018,964_1033,kitty,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/kitty2.png,kitty,birdy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/birdy2.png,birdy,0.6953,0.8633,0.4272,0.7066,cat,bird
18,4570,See the kitty? Can you find it?,eng,left,28,963,1032,,1,adams_marchman_2018,963_1032,kitty,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/kitty1.png,kitty,birdy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/birdy1.png,birdy,0.697,0.8633,0.418,0.7066,cat,bird
19,4576,See the shoe? Do you like it?,eng,right,28,946,1068,,1,adams_marchman_2018,946_1068,shoe,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/shoe3.png,shoe,ball,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/ball3.png,ball,0.5464,0.8315,0.456,0.3879,shoe,ball
20,4577,See the shoe? Do you like it?,eng,right,28,945,1067,,1,adams_marchman_2018,945_1067,shoe,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/shoe2.png,shoe,ball,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/ball2.png,ball,0.6562,0.8315,0.415,0.3879,shoe,ball
21,4579,See the shoe? Do you like it?,eng,right,28,944,1066,,1,adams_marchman_2018,944_1066,shoe,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/shoe1.png,shoe,ball,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/ball1.png,ball,0.566,0.8315,0.4277,0.3879,shoe,ball
22,4584,See the shoe? Do you like it?,eng,left,28,949,1065,,1,adams_marchman_2018,949_1065,shoe,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/shoe4.png,shoe,ball,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/ball4.png,ball,0.669,0.8315,0.4346,0.3879,shoe,ball
23,4586,See the shoe? Do you like it?,eng,left,28,948,1064,,1,adams_marchman_2018,948_1064,shoe,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/shoe3.png,shoe,ball,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/ball3.png,ball,0.5396,0.8315,0.4575,0.3879,shoe,ball
24,4587,See the shoe? Do you like it?,eng,left,28,947,1063,,1,adams_marchman_2018,947_1063,shoe,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/shoe1.png,shoe,ball,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/ball1.png,ball,0.576,0.8315,0.4297,0.3879,shoe,ball
25,4592,Where's the baby? Can you see it?,eng,right,28,1006,937,,1,adams_marchman_2018,937_1006,baby,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/baby4.png,baby,doggy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/doggie4.png,doggy,0.704,0.8945,0.4517,0.5585,baby,dog
26,4594,Where's the baby? Can you see it?,eng,right,28,1005,936,,1,adams_marchman_2018,936_1005,baby,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/baby3.png,baby,doggy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/doggie3.png,doggy,0.724,0.8945,0.477,0.5585,baby,dog
27,4595,Where's the baby? Can you see it?,eng,right,28,1004,935,,1,adams_marchman_2018,935_1004,baby,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/baby1.png,baby,doggy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/doggie1.png,doggy,0.662,0.8945,0.4624,0.5585,baby,dog
28,4602,Where's the baby? Can you see it?,eng,left,28,1007,932,,1,adams_marchman_2018,932_1007,baby,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/baby1.png,baby,doggy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/doggie1.png,doggy,0.662,0.8945,0.4634,0.5585,baby,dog
29,4603,Where's the baby? Can you see it?,eng,left,28,1009,934,,1,adams_marchman_2018,934_1009,baby,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/baby3.png,baby,doggy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/doggie3.png,doggy,0.724,0.8945,0.477,0.5585,baby,dog
30,4604,Where's the baby? Can you see it?,eng,left,28,1008,933,,1,adams_marchman_2018,933_1008,baby,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/baby2.png,baby,doggy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/doggie2.png,doggy,0.774,0.8945,0.4443,0.5585,baby,dog
31,4614,Where's the book? Can you find it?,eng,right,28,989,977,,1,adams_marchman_2018,977_989,book,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/book3.png,book,car,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/car3.png,car,0.5146,0.859,0.4014,0.3152,book,car
32,4615,Where's the book? Can you find it?,eng,right,28,988,976,,1,adams_marchman_2018,976_988,book,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/book1.png,book,car,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/car1.png,car,0.4043,0.859,0.4336,0.3152,book,car
33,4616,Where's the book? Can you find it?,eng,right,28,990,978,,1,adams_marchman_2018,978_990,book,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/book4.png,book,car,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/car4.png,car,0.447,0.859,0.4155,0.3152,book,car
34,4624,Where's the book? Can you find it?,eng,left,28,992,974,,1,adams_marchman_2018,974_992,book,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/book2.png,book,car,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/car2.png,car,0.3274,0.859,0.433,0.3152,book,car
35,4626,Where's the book? Can you find it?,eng,left,28,993,975,,1,adams_marchman_2018,975_993,book,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/book3.png,book,car,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/car3.png,car,0.5337,0.859,0.4072,0.3152,book,car
36,4627,Where's the book? Can you find it?,eng,left,28,991,973,,1,adams_marchman_2018,973_991,book,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/book1.png,book,car,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/car1.png,car,0.4033,0.859,0.4292,0.3152,book,car
37,4631,Where's the car? Can you find it?,eng,right,28,975,993,,1,adams_marchman_2018,975_993,car,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/car3.png,car,book,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/book3.png,book,0.5337,0.859,0.4229,0.3152,car,book
38,4632,Where's the car? Can you find it?,eng,right,28,973,991,,1,adams_marchman_2018,973_991,car,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/car1.png,car,book,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/book1.png,book,0.4033,0.859,0.376,0.3152,car,book
39,4633,Where's the car? Can you find it?,eng,right,28,974,992,,1,adams_marchman_2018,974_992,car,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/car2.png,car,book,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/book2.png,book,0.3274,0.859,0.392,0.3152,car,book
40,4640,Where's the car? Can you find it?,eng,left,28,978,990,,1,adams_marchman_2018,978_990,car,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/car4.png,car,book,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/book4.png,book,0.447,0.859,0.3784,0.3152,car,book
41,4642,Where's the car? Can you find it?,eng,left,28,977,989,,1,adams_marchman_2018,977_989,car,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/car3.png,car,book,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/book3.png,book,0.5146,0.859,0.4272,0.3152,car,book
42,4643,Where's the car? Can you find it?,eng,left,28,976,988,,1,adams_marchman_2018,976_988,car,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/car1.png,car,book,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/book1.png,book,0.4043,0.859,0.374,0.3152,car,book
43,4648,Where's the doggy? Can you see it?,eng,right,28,933,1008,,1,adams_marchman_2018,933_1008,doggy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/doggie2.png,doggy,baby,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/baby2.png,baby,0.774,0.8945,0.4497,0.5585,dog,baby
44,4650,Where's the doggy? Can you see it?,eng,right,28,932,1007,,1,adams_marchman_2018,932_1007,doggy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/doggie1.png,doggy,baby,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/baby1.png,baby,0.662,0.8945,0.4102,0.5585,dog,baby
45,4651,Where's the doggy? Can you see it?,eng,right,28,934,1009,,1,adams_marchman_2018,934_1009,doggy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/doggie3.png,doggy,baby,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/baby3.png,baby,0.724,0.8945,0.4365,0.5585,dog,baby
46,4658,Where's the doggy? Can you see it?,eng,left,28,936,1005,,1,adams_marchman_2018,936_1005,doggy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/doggie3.png,doggy,baby,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/baby3.png,baby,0.724,0.8945,0.4365,0.5585,dog,baby
47,4659,Where's the doggy? Can you see it?,eng,left,28,935,1004,,1,adams_marchman_2018,935_1004,doggy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/doggie1.png,doggy,baby,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/baby1.png,baby,0.662,0.8945,0.417,0.5585,dog,baby
48,4660,Where's the doggy? Can you see it?,eng,left,28,937,1006,,1,adams_marchman_2018,937_1006,doggy,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/left/doggie4.png,doggy,baby,stimulus_data/adams_marchman_2018/raw_data/stimuli/images/right/baby4.png,baby,0.704,0.8945,0.4272,0.5585,dog,baby
49,5050,,eng,right,32,1209,1200,,1,bacon_gendercues,1200_1209,pajamas,stimulus_data/bacon_gendercues/raw_data/images/pajamas_male.png,pajamas,shoe,stimulus_data/bacon_gendercues/raw_data/images/shoe_female.png,shoe,0.666,0.7666,0.398,0.571,pajamas,shoe
50,5051,,eng,left,32,1206,1201,,1,bacon_gendercues,1201_1206,toothbrush,stimulus_data/bacon_gendercues/raw_data/images/toothbrush_male.png,toothbrush,cup,stimulus_data/bacon_gendercues/raw_data/images/cup_female.png,cup,0.6797,0.812,0.4067,0.5745,toothbrush,cup
51,5052,,eng,left,32,1208,1202,,1,bacon_gendercues,1202_1208,coat,stimulus_data/bacon_gendercues/raw_data/images/coat_female.png,coat,bowl,stimulus_data/bacon_gendercues/raw_data/images/bowl_male.png,bowl,0.7,0.77,0.338,0.2626,coat,bowl
52,5053,,eng,right,32,1205,1203,,1,bacon_gendercues,1203_1205,bib,stimulus_data/bacon_gendercues/raw_data/images/bib_male.png,bib,sock,stimulus_data/bacon_gendercues/raw_data/images/sock_female.png,sock,0.7236,0.735,0.4097,0.7013,bib,sock
53,5054,,eng,left,32,1207,1204,,1,bacon_gendercues,1204_1207,shirt,stimulus_data/bacon_gendercues/raw_data/images/shirt_female.png,shirt,hat,stimulus_data/bacon_gendercues/raw_data/images/hat_male.png,hat,0.734,0.7915,0.4502,0.6479,shirt,hat
54,5055,,eng,right,32,1203,1205,,1,bacon_gendercues,1203_1205,sock,stimulus_data/bacon_gendercues/raw_data/images/sock_female.png,sock,bib,stimulus_data/bacon_gendercues/raw_data/images/bib_male.png,bib,0.7236,0.735,0.438,0.7013,sock,bib
55,5056,,eng,left,32,1201,1206,,1,bacon_gendercues,1201_1206,cup,stimulus_data/bacon_gendercues/raw_data/images/cup_female.png,cup,toothbrush,stimulus_data/bacon_gendercues/raw_data/images/toothbrush_male.png,toothbrush,0.6797,0.812,0.4316,0.5745,cup,toothbrush
56,5057,,eng,right,32,1204,1207,,1,bacon_gendercues,1204_1207,hat,stimulus_data/bacon_gendercues/raw_data/images/hat_male.png,hat,shirt,stimulus_data/bacon_gendercues/raw_data/images/shirt_female.png,shirt,0.734,0.7915,0.3784,0.6479,hat,shirt
57,5058,,eng,left,32,1202,1208,,1,bacon_gendercues,1202_1208,bowl,stimulus_data/bacon_gendercues/raw_data/images/bowl_male.png,bowl,coat,stimulus_data/bacon_gendercues/raw_data/images/coat_female.png,coat,0.7,0.77,0.3389,0.2626,bowl,coat
58,5059,,eng,right,32,1200,1209,,1,bacon_gendercues,1200_1209,shoe,stimulus_data/bacon_gendercues/raw_data/images/shoe_female.png,shoe,pajamas,stimulus_data/bacon_gendercues/raw_data/images/pajamas_male.png,pajamas,0.666,0.7666,0.4092,0.571,shoe,pajamas
59,341,shoe! Where's the shoe?,eng,left,3,83,77,,0,baumgartner_2014,77_83,shoe,stimulus_data/baumgartner_2014/raw_data/stimuli/shoe.jpg,shoe,kitty,stimulus_data/baumgartner_2014/raw_data/stimuli/cat.jpg,kitty,0.5815,0.8257,0.417,0.172,shoe,cat
60,342,lif! Where's the lif?,eng,left,3,79,78,,0,baumgartner_2014,78_79,lif,stimulus_data/baumgartner_2014/raw_data/stimuli/FribbleA.png,lif,neem,stimulus_data/baumgartner_2014/raw_data/stimuli/FribbleB.png,neem,0.8564,0.7705,0.5093,,,
61,343,neem! Can you find the neem?,eng,right,3,78,79,,0,baumgartner_2014,78_79,neem,stimulus_data/baumgartner_2014/raw_data/stimuli/FribbleB.png,neem,lif,stimulus_data/baumgartner_2014/raw_data/stimuli/FribbleA.png,lif,0.8564,0.7705,0.475,,,
62,344,dog! Can you find the dog?,eng,right,3,82,80,,0,baumgartner_2014,80_82,dog,stimulus_data/baumgartner_2014/raw_data/stimuli/dog.jpg,dog,car,stimulus_data/baumgartner_2014/raw_data/stimuli/car.jpg,car,0.598,0.878,0.3838,0.1806,dog,car
63,346,baby! Can you find the baby?,eng,right,3,80,81,,0,baumgartner_2014,80_81,baby,stimulus_data/baumgartner_2014/raw_data/stimuli/baby.jpg,baby,dog,stimulus_data/baumgartner_2014/raw_data/stimuli/dog.jpg,dog,0.7373,0.9004,0.4546,0.5585,baby,dog
64,348,car! Can you find the car?,eng,left,3,80,82,,0,baumgartner_2014,80_82,car,stimulus_data/baumgartner_2014/raw_data/stimuli/car.jpg,car,dog,stimulus_data/baumgartner_2014/raw_data/stimuli/dog.jpg,dog,0.598,0.878,0.4097,0.1806,car,dog
65,349,kitty! Can you find the kitty?,eng,right,3,81,83,,0,baumgartner_2014,81_83,kitty,stimulus_data/baumgartner_2014/raw_data/stimuli/cat.jpg,kitty,baby,stimulus_data/baumgartner_2014/raw_data/stimuli/baby.jpg,baby,0.784,0.8984,0.4033,0.6444,cat,baby
66,350,neem! Can you find the neem?,eng,left,3,86,84,,0,baumgartner_2014,84_86,neem,stimulus_data/baumgartner_2014/raw_data/stimuli/FribbleA.png,neem,lif,stimulus_data/baumgartner_2014/raw_data/stimuli/FribbleB.png,lif,0.8564,0.7705,0.525,,,
67,351,ball! Where's the ball?,eng,left,3,80,85,,0,baumgartner_2014,80_85,ball,stimulus_data/baumgartner_2014/raw_data/stimuli/ball.jpg,ball,dog,stimulus_data/baumgartner_2014/raw_data/stimuli/dog.jpg,dog,0.6265,0.8364,0.442,0.2463,ball,dog
68,352,lif! Where's the lif?,eng,right,3,84,86,,0,baumgartner_2014,84_86,lif,stimulus_data/baumgartner_2014/raw_data/stimuli/FribbleB.png,lif,neem,stimulus_data/baumgartner_2014/raw_data/stimuli/FribbleA.png,neem,0.8564,0.7705,0.4907,,,
69,355,car! Can you find the car?,eng,right,3,77,82,,0,baumgartner_2014,77_82,car,stimulus_data/baumgartner_2014/raw_data/stimuli/car.jpg,car,shoe,stimulus_data/baumgartner_2014/raw_data/stimuli/shoe.jpg,shoe,0.631,0.864,0.414,0.4216,car,shoe
70,357,ball! Can you find the ball?,eng,right,3,82,85,,0,baumgartner_2014,82_85,ball,stimulus_data/baumgartner_2014/raw_data/stimuli/ball.jpg,ball,car,stimulus_data/baumgartner_2014/raw_data/stimuli/car.jpg,car,0.5596,0.8345,0.3916,0.2156,ball,car
71,358,shoe! Where's the shoe?,eng,left,3,81,77,,0,baumgartner_2014,77_81,shoe,stimulus_data/baumgartner_2014/raw_data/stimuli/shoe.jpg,shoe,baby,stimulus_data/baumgartner_2014/raw_data/stimuli/baby.jpg,baby,0.6147,0.853,0.4165,0.3594,shoe,baby
72,360,dog! Can you find the dog?,eng,right,3,77,80,,0,baumgartner_2014,77_80,dog,stimulus_data/baumgartner_2014/raw_data/stimuli/dog.jpg,dog,shoe,stimulus_data/baumgartner_2014/raw_data/stimuli/shoe.jpg,shoe,0.604,0.853,0.4067,0.1672,dog,shoe
73,361,kitty! Can you find the kitty?,eng,left,3,77,83,,0,baumgartner_2014,77_83,kitty,stimulus_data/baumgartner_2014/raw_data/stimuli/cat.jpg,kitty,shoe,stimulus_data/baumgartner_2014/raw_data/stimuli/shoe.jpg,shoe,0.5815,0.8257,0.3975,0.172,cat,shoe
74,363,shoe! Where's the shoe?,eng,right,3,82,77,,0,baumgartner_2014,77_82,shoe,stimulus_data/baumgartner_2014/raw_data/stimuli/shoe.jpg,shoe,car,stimulus_data/baumgartner_2014/raw_data/stimuli/car.jpg,car,0.631,0.864,0.4292,0.4216,shoe,car
75,365,dog! Can you find the dog?,eng,right,3,81,80,,0,baumgartner_2014,80_81,dog,stimulus_data/baumgartner_2014/raw_data/stimuli/dog.jpg,dog,baby,stimulus_data/baumgartner_2014/raw_data/stimuli/baby.jpg,baby,0.7373,0.9004,0.397,0.5585,dog,baby
76,375,baby! Where's the baby?,eng,left,3,83,81,,0,baumgartner_2014,81_83,baby,stimulus_data/baumgartner_2014/raw_data/stimuli/baby.jpg,baby,kitty,stimulus_data/baumgartner_2014/raw_data/stimuli/cat.jpg,kitty,0.784,0.8984,0.4688,0.6444,baby,cat
77,376,kitty! Can you find the kitty?,eng,left,3,85,83,,0,baumgartner_2014,83_85,kitty,stimulus_data/baumgartner_2014/raw_data/stimuli/cat.jpg,kitty,ball,stimulus_data/baumgartner_2014/raw_data/stimuli/ball.jpg,ball,0.606,0.809,0.3765,0.2516,cat,ball
78,377,ball! Can you find the ball?,eng,right,3,83,85,,0,baumgartner_2014,83_85,ball,stimulus_data/baumgartner_2014/raw_data/stimuli/ball.jpg,ball,kitty,stimulus_data/baumgartner_2014/raw_data/stimuli/cat.jpg,kitty,0.606,0.809,0.4185,0.2516,ball,cat
79,381,ball! Where's the ball?,eng,right,3,77,85,,0,baumgartner_2014,77_85,ball,stimulus_data/baumgartner_2014/raw_data/stimuli/ball.jpg,ball,shoe,stimulus_data/baumgartner_2014/raw_data/stimuli/shoe.jpg,shoe,0.561,0.8315,0.377,0.3879,ball,shoe
80,389,kitty! Where's the kitty?,eng,right,3,80,83,,0,baumgartner_2014,80_83,kitty,stimulus_data/baumgartner_2014/raw_data/stimuli/cat.jpg,kitty,dog,stimulus_data/baumgartner_2014/raw_data/stimuli/dog.jpg,dog,0.8267,0.912,0.4238,0.9548,cat,dog
81,395,shoe! Can you find the shoe?,eng,left,3,80,77,,0,baumgartner_2014,77_80,shoe,stimulus_data/baumgartner_2014/raw_data/stimuli/shoe.jpg,shoe,dog,stimulus_data/baumgartner_2014/raw_data/stimuli/dog.jpg,dog,0.604,0.853,0.4438,0.1672,shoe,dog
82,396,dog! Can you find the dog?,eng,right,3,83,80,,0,baumgartner_2014,80_83,dog,stimulus_data/baumgartner_2014/raw_data/stimuli/dog.jpg,dog,kitty,stimulus_data/baumgartner_2014/raw_data/stimuli/cat.jpg,kitty,0.8267,0.912,0.4434,0.9548,dog,cat
83,397,baby! Can you find the baby?,eng,left,3,82,81,,0,baumgartner_2014,81_82,baby,stimulus_data/baumgartner_2014/raw_data/stimuli/baby.jpg,baby,car,stimulus_data/baumgartner_2014/raw_data/stimuli/car.jpg,car,0.6357,0.876,0.418,0.1942,baby,car
84,398,car! Where's the car?,eng,right,3,85,82,,0,baumgartner_2014,82_85,car,stimulus_data/baumgartner_2014/raw_data/stimuli/car.jpg,car,ball,stimulus_data/baumgartner_2014/raw_data/stimuli/ball.jpg,ball,0.5596,0.8345,0.4219,0.2156,car,ball
85,401,car! Can you find the car?,eng,right,3,81,82,,0,baumgartner_2014,81_82,car,stimulus_data/baumgartner_2014/raw_data/stimuli/car.jpg,car,baby,stimulus_data/baumgartner_2014/raw_data/stimuli/baby.jpg,baby,0.6357,0.876,0.3994,0.1942,car,baby
86,408,baby! Can you find the baby?,eng,left,3,77,81,,0,baumgartner_2014,77_81,baby,stimulus_data/baumgartner_2014/raw_data/stimuli/baby.jpg,baby,shoe,stimulus_data/baumgartner_2014/raw_data/stimuli/shoe.jpg,shoe,0.6147,0.853,0.4336,0.3594,baby,shoe
87,410,shoe! Can you find the shoe?,eng,right,3,85,77,,0,baumgartner_2014,77_85,shoe,stimulus_data/baumgartner_2014/raw_data/stimuli/shoe.jpg,shoe,ball,stimulus_data/baumgartner_2014/raw_data/stimuli/ball.jpg,ball,0.561,0.8315,0.4243,0.3879,shoe,ball
88,432,dog! Can you find the dog?,eng,right,3,85,80,,0,baumgartner_2014,80_85,dog,stimulus_data/baumgartner_2014/raw_data/stimuli/dog.jpg,dog,ball,stimulus_data/baumgartner_2014/raw_data/stimuli/ball.jpg,ball,0.6265,0.8364,0.3975,0.2463,dog,ball
89,6582,Look! Find the dog!,eng,left,41,1746,1751,,1,byers-heinlein_2017,1746_1751,dog,stimulus_data/byers-heinlein_2017/raw_data/stimuli/dog.png,dog,book,stimulus_data/byers-heinlein_2017/raw_data/stimuli/book.png,book,0.684,0.8574,0.4019,0.1162,dog,book
